#group,false,false,true,true,false,false,true,true,true
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-03T15:00:00Z,35.9,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-08T17:00:00Z,22.2,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-17T07:00:00Z,24.6,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-22T08:00:00Z,21.1,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-22T17:00:00Z,3.4,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-22T18:00:00Z,10.6,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-24T06:00:00Z,27,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-25T06:00:00Z,3.9,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-25T08:00:00Z,27.3,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-27T12:00:00Z,22.8,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-29T13:00:00Z,15.6,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-29T18:00:00Z,30.1,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-03T11:00:00Z,21.46,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-05T14:00:00Z,14.17,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-06T22:00:00Z,39.25,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-08T22:00:00Z,10.98,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-09T21:00:00Z,11.29,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-18T17:00:00Z,35.08,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-23T10:00:00Z,12.97,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-27T19:00:00Z,17.74,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-03T18:00:00Z,22.71,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-08T11:00:00Z,26.66,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-12T11:00:00Z,4.35,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-18T19:00:00Z,4.5,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-20T21:00:00Z,31.01,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-25T10:00:00Z,13.11,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-25T17:00:00Z,17.93,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-04T09:00:00Z,33.91,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-14T15:00:00Z,35.76,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-09-25T19:00:00Z,18.68,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-09-28T08:00:00Z,30.55,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-09-30T10:00:00Z,11,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-10-10T11:00:00Z,27.69,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-10-10T18:00:00Z,21.3,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-10-16T19:00:00Z,30.26,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-10-17T21:00:00Z,34.23,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-10-23T13:00:00Z,32.52,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-10-27T19:00:00Z,15.28,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-10-30T18:00:00Z,19.36,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-05T20:00:00Z,39.32,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-06T18:00:00Z,32.77,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-10T20:00:00Z,22.47,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-15T20:00:00Z,28.46,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-18T18:00:00Z,25.6,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-20T12:00:00Z,17.81,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-23T16:00:00Z,29.47,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-24T20:00:00Z,7.63,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-27T19:00:00Z,12.13,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-04T09:00:00Z,41.87,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-05T14:00:00Z,20.06,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-05T17:00:00Z,11.4,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-10T09:00:00Z,10.7,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-10T11:00:00Z,12.92,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-11T09:00:00Z,2.51,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-11T10:00:00Z,24.09,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-12T12:00:00Z,17.18,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-12T22:00:00Z,22.51,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-18T12:00:00Z,15.97,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-18T16:00:00Z,23.78,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-22T12:00:00Z,21.55,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-22T14:00:00Z,8.18,consumed,charge,Driver 2
,,1,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-26T13:00:00Z,31.61,consumed,charge,Driver 2
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-01-03T13:00:00Z,46.68,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-01-19T10:00:00Z,49.4,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-01-28T15:00:00Z,4.73,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-01-29T18:00:00Z,51.97,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-02-17T12:00:00Z,18.58,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-02-21T12:00:00Z,53.18,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-02-24T19:00:00Z,40.83,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-02-25T13:00:00Z,2.61,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-03-10T21:00:00Z,46.69,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-03-19T13:00:00Z,32.48,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-03-24T12:00:00Z,35.5,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-06T13:00:00Z,51.52,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-10T16:00:00Z,44.43,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-13T11:00:00Z,58.78,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-16T11:00:00Z,16.77,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-17T15:00:00Z,50.72,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-04-24T14:00:00Z,17.44,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-01T09:00:00Z,38.389,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-11T18:00:00Z,34.42,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-16T15:00:00Z,47.21,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-29T13:00:00Z,6.233,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-30T12:00:00Z,46.66,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-05-30T13:00:00Z,-1.029999999999994,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-07T08:00:00Z,38.29,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-07T17:00:00Z,11,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-07T18:00:00Z,-20.54,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-08T07:00:00Z,1.008,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-10T12:00:00Z,13.84,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-10T13:00:00Z,4.1899999999999995,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-11T13:00:00Z,35.66,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-11T14:00:00Z,10.17,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-11T15:00:00Z,7.949999999999999,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-11T16:00:00Z,9.75,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-11T17:00:00Z,3.7699999999999996,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-16T10:00:00Z,5.051,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-16T21:00:00Z,10.92,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-17T20:00:00Z,45.97,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-06-18T15:00:00Z,13.19,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-03T14:00:00Z,10.9,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-03T15:00:00Z,10.78,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-03T16:00:00Z,15.72,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-05T15:00:00Z,10.9,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-05T16:00:00Z,9.53,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-08T19:00:00Z,7.86,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-08T20:00:00Z,7.96,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-08T21:00:00Z,7.96,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-08T22:00:00Z,0.21,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-10T12:00:00Z,10.67,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-10T13:00:00Z,10.57,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-10T14:00:00Z,10.57,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-10T15:00:00Z,10.25,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-11T13:00:00Z,9.42,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-11T14:00:00Z,7.22,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-13T14:00:00Z,10.57,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-13T15:00:00Z,10.67,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-13T16:00:00Z,-0.21,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-17T14:00:00Z,10.9,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-17T15:00:00Z,10.58,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-07-17T16:00:00Z,0.52,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-08-01T14:00:00Z,10.89,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-08-01T15:00:00Z,10.98,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-08-01T16:00:00Z,-0.21,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-08-08T12:00:00Z,7.84,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-08-08T18:00:00Z,10.88,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-08-08T19:00:00Z,6.8,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-10-20T15:00:00Z,44.57,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-05T19:00:00Z,55.77,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-08T12:00:00Z,7.978,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-11T00:00:00Z,52.29,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-18T12:00:00Z,32.2,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-18T15:00:00Z,12.86,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-11-25T17:00:00Z,26.55,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-04T23:00:00Z,48.58,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-08T18:00:00Z,40.82,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-09T18:00:00Z,25.29,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-12T10:00:00Z,16.23,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-15T09:00:00Z,51.56,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-23T11:00:00Z,24.4,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-25T11:00:00Z,39.24,consumed,charge,Driver 5
,,2,2020-12-31T23:00:00Z,2021-12-31T06:57:17.258Z,2021-12-26T21:00:00Z,41.52,consumed,charge,Driver 5

